library_id,metric,source,target,source_mut_count,target_mut_count,source_value,target_value,edge_delta,is_uphill
1,log2fc_pos_pre,OOOOOOOW,OOOOOOOO,7,8,-0.3986963377012082,1.401357483313039,1.8000538210142474,True
1,log2fc_pos_pre,OOOOOOWO,OOOOOOOO,7,8,-1.0183010015767768,1.401357483313039,2.419658484889816,True
1,log2fc_pos_pre,OOOOOWOO,OOOOOOOO,7,8,-0.4506836071009266,1.401357483313039,1.8520410904139657,True
1,log2fc_pos_pre,OOOOWOOO,OOOOOOOO,7,8,0.412662090559822,1.401357483313039,0.9886953927532172,True
1,log2fc_pos_pre,OOOWOOOO,OOOOOOOO,7,8,-2.5423178714602925,1.401357483313039,3.9436753547733314,True
1,log2fc_pos_pre,OOWOOOOO,OOOOOOOO,7,8,2.5463137194658465,1.401357483313039,-1.1449562361528074,False
1,log2fc_pos_pre,OWOOOOOO,OOOOOOOO,7,8,0.1373041878976872,1.401357483313039,1.2640532954153518,True
1,log2fc_pos_pre,WOOOOOOO,OOOOOOOO,7,8,1.8066582431877696,1.401357483313039,-0.40530075987473047,False
1,log2fc_pos_pre,OOOOOOWW,OOOOOOOW,6,7,-4.807749005126951,-0.3986963377012082,4.409052667425742,True
1,log2fc_pos_pre,OOOOOWOW,OOOOOOOW,6,7,0.5470805691747836,-0.3986963377012082,-0.9457769068759918,False
1,log2fc_pos_pre,OOOOWOOW,OOOOOOOW,6,7,0.0625371511370864,-0.3986963377012082,-0.4612334888382946,False
1,log2fc_pos_pre,OOOWOOOW,OOOOOOOW,6,7,-0.0512419527893972,-0.3986963377012082,-0.347454384911811,False
1,log2fc_pos_pre,OOWOOOOW,OOOOOOOW,6,7,0.472802172442081,-0.3986963377012082,-0.8714985101432893,False
1,log2fc_pos_pre,OWOOOOOW,OOOOOOOW,6,7,0.161884587214476,-0.3986963377012082,-0.5605809249156842,False
1,log2fc_pos_pre,WOOOOOOW,OOOOOOOW,6,7,0.1050814617721417,-0.3986963377012082,-0.5037777994733499,False
1,log2fc_pos_pre,OOOOOOWW,OOOOOOWO,6,7,-4.807749005126951,-1.0183010015767768,3.7894480035501736,True
1,log2fc_pos_pre,OOOOOWWO,OOOOOOWO,6,7,-2.5615022883433283,-1.0183010015767768,1.5432012867665514,True
1,log2fc_pos_pre,OOOOWOWO,OOOOOOWO,6,7,0.2214196172519353,-1.0183010015767768,-1.2397206188287122,False
1,log2fc_pos_pre,OOOWOOWO,OOOOOOWO,6,7,-1.902102892047267,-1.0183010015767768,0.8838018904704901,True
1,log2fc_pos_pre,OOWOOOWO,OOOOOOWO,6,7,0.3877316964641493,-1.0183010015767768,-1.4060326980409261,False
1,log2fc_pos_pre,OWOOOOWO,OOOOOOWO,6,7,-1.8370230772166565,-1.0183010015767768,0.8187220756398796,True
1,log2fc_pos_pre,WOOOOOWO,OOOOOOWO,6,7,-0.1257609715682714,-1.0183010015767768,-0.8925400300085055,False
1,log2fc_pos_pre,OOOOOWWW,OOOOOOWW,5,6,-2.5618294168837705,-4.807749005126951,-2.24591958824318,False
1,log2fc_pos_pre,OOOOWOWW,OOOOOOWW,5,6,-2.7139576896228927,-4.807749005126951,-2.093791315504058,False
1,log2fc_pos_pre,OOOWOOWW,OOOOOOWW,5,6,-1.958945681305537,-4.807749005126951,-2.8488033238214134,False
1,log2fc_pos_pre,OOWOOOWW,OOOOOOWW,5,6,-2.1557779006448463,-4.807749005126951,-2.6519711044821044,False
1,log2fc_pos_pre,OWOOOOWW,OOOOOOWW,5,6,-4.995513513332897,-4.807749005126951,0.18776450820594626,True
1,log2fc_pos_pre,WOOOOOWW,OOOOOOWW,5,6,-5.322596351419337,-4.807749005126951,0.5148473462923864,True
1,log2fc_pos_pre,OOOOOWOW,OOOOOWOO,6,7,0.5470805691747836,-0.4506836071009266,-0.9977641762757102,False
1,log2fc_pos_pre,OOOOOWWO,OOOOOWOO,6,7,-2.5615022883433283,-0.4506836071009266,2.1108186812424017,True
1,log2fc_pos_pre,OOOOWWOO,OOOOOWOO,6,7,-0.0074516689534926,-0.4506836071009266,-0.443231938147434,False
1,log2fc_pos_pre,OOOWOWOO,OOOOOWOO,6,7,-0.0130063669081346,-0.4506836071009266,-0.43767724019279197,False
1,log2fc_pos_pre,OOWOOWOO,OOOOOWOO,6,7,0.5970816514024828,-0.4506836071009266,-1.0477652585034094,False
1,log2fc_pos_pre,OWOOOWOO,OOOOOWOO,6,7,-1.964453107223376,-0.4506836071009266,1.5137695001224494,True
1,log2fc_pos_pre,WOOOOWOO,OOOOOWOO,6,7,-1.2382061721573412,-0.4506836071009266,0.7875225650564146,True
1,log2fc_pos_pre,OOOOOWWW,OOOOOWOW,5,6,-2.5618294168837705,0.5470805691747836,3.108909986058554,True
1,log2fc_pos_pre,OOOOWWOW,OOOOOWOW,5,6,0.0439776075790859,0.5470805691747836,0.5031029615956978,True
1,log2fc_pos_pre,OOOWOWOW,OOOOOWOW,5,6,0.004033413373462,0.5470805691747836,0.5430471558013217,True
1,log2fc_pos_pre,OOWOOWOW,OOOOOWOW,5,6,0.6442849890918927,0.5470805691747836,-0.09720441991710904,False
1,log2fc_pos_pre,OWOOOWOW,OOOOOWOW,5,6,0.3116976406359439,0.5470805691747836,0.23538292853883974,True
1,log2fc_pos_pre,WOOOOWOW,OOOOOWOW,5,6,0.7355024695529776,0.5470805691747836,-0.18842190037819395,False
1,log2fc_pos_pre,OOOOOWWW,OOOOOWWO,5,6,-2.5618294168837705,-2.5615022883433283,0.00032712854044225637,True
1,log2fc_pos_pre,OOOOWWWO,OOOOOWWO,5,6,-1.0464617448622318,-2.5615022883433283,-1.5150405434810965,False
1,log2fc_pos_pre,OOOWOWWO,OOOOOWWO,5,6,-3.59139037277245,-2.5615022883433283,1.0298880844291216,True
1,log2fc_pos_pre,OOWOOWWO,OOOOOWWO,5,6,-1.2715436727750906,-2.5615022883433283,-1.2899586155682377,False
1,log2fc_pos_pre,OWOOOWWO,OOOOOWWO,5,6,-2.4499227144847753,-2.5615022883433283,-0.111579573858553,False
1,log2fc_pos_pre,WOOOOWWO,OOOOOWWO,5,6,-6.98854854125675,-2.5615022883433283,4.4270462529134225,True
1,log2fc_pos_pre,OOOOWWWW,OOOOOWWW,4,5,-0.3105374506644157,-2.5618294168837705,-2.251291966219355,False
1,log2fc_pos_pre,OOOWOWWW,OOOOOWWW,4,5,-2.7189044909019344,-2.5618294168837705,0.1570750740181639,True
1,log2fc_pos_pre,OOWOOWWW,OOOOOWWW,4,5,-2.0331100599082563,-2.5618294168837705,-0.5287193569755142,False
1,log2fc_pos_pre,OWOOOWWW,OOOOOWWW,4,5,-2.7014914894477107,-2.5618294168837705,0.13966207256394014,True
1,log2fc_pos_pre,WOOOOWWW,OOOOOWWW,4,5,-5.79750362093894,-2.5618294168837705,3.2356742040551696,True
1,log2fc_pos_pre,OOOOWOOW,OOOOWOOO,6,7,0.0625371511370864,0.412662090559822,0.3501249394227356,True
1,log2fc_pos_pre,OOOOWOWO,OOOOWOOO,6,7,0.2214196172519353,0.412662090559822,0.1912424733078867,True
1,log2fc_pos_pre,OOOOWWOO,OOOOWOOO,6,7,-0.0074516689534926,0.412662090559822,0.4201137595133146,True
1,log2fc_pos_pre,OOOWWOOO,OOOOWOOO,6,7,0.0907601381783856,0.412662090559822,0.3219019523814364,True
1,log2fc_pos_pre,OOWOWOOO,OOOOWOOO,6,7,-1.1160437064018596,0.412662090559822,1.5287057969616815,True
1,log2fc_pos_pre,OWOOWOOO,OOOOWOOO,6,7,0.7396201851559638,0.412662090559822,-0.32695809459614184,False
1,log2fc_pos_pre,WOOOWOOO,OOOOWOOO,6,7,2.6778173975197617,0.412662090559822,-2.2651553069599397,False
1,log2fc_pos_pre,OOOOWOWW,OOOOWOOW,5,6,-2.7139576896228927,0.0625371511370864,2.776494840759979,True
1,log2fc_pos_pre,OOOOWWOW,OOOOWOOW,5,6,0.0439776075790859,0.0625371511370864,0.018559543558000498,True
1,log2fc_pos_pre,OOOWWOOW,OOOOWOOW,5,6,0.5269235292418711,0.0625371511370864,-0.4643863781047847,False
1,log2fc_pos_pre,OOWOWOOW,OOOOWOOW,5,6,1.0808565382869686,0.0625371511370864,-1.0183193871498821,False
1,log2fc_pos_pre,OWOOWOOW,OOOOWOOW,5,6,0.2947596611329359,0.0625371511370864,-0.23222250999584948,False
1,log2fc_pos_pre,WOOOWOOW,OOOOWOOW,5,6,0.3834221109992248,0.0625371511370864,-0.3208849598621384,False
1,log2fc_pos_pre,OOOOWOWW,OOOOWOWO,5,6,-2.7139576896228927,0.2214196172519353,2.935377306874828,True
1,log2fc_pos_pre,OOOOWWWO,OOOOWOWO,5,6,-1.0464617448622318,0.2214196172519353,1.2678813621141671,True
1,log2fc_pos_pre,OOOWWOWO,OOOOWOWO,5,6,-0.6840958510845281,0.2214196172519353,0.9055154683364633,True
1,log2fc_pos_pre,OOWOWOWO,OOOOWOWO,5,6,0.061838380608222,0.2214196172519353,0.1595812366437133,True
1,log2fc_pos_pre,OWOOWOWO,OOOOWOWO,5,6,-1.9632317135689543,0.2214196172519353,2.1846513308208895,True
1,log2fc_pos_pre,WOOOWOWO,OOOOWOWO,5,6,-0.2767844314023905,0.2214196172519353,0.49820404865432577,True
1,log2fc_pos_pre,OOOOWWWW,OOOOWOWW,4,5,-0.3105374506644157,-2.7139576896228927,-2.403420238958477,False
1,log2fc_pos_pre,OOOWWOWW,OOOOWOWW,4,5,-2.3147322979773097,-2.7139576896228927,-0.399225391645583,False
1,log2fc_pos_pre,OOWOWOWW,OOOOWOWW,4,5,-2.4100525904660826,-2.7139576896228927,-0.3039050991568102,False
1,log2fc_pos_pre,OWOOWOWW,OOOOWOWW,4,5,-2.0968445226874017,-2.7139576896228927,-0.617113166935491,False
1,log2fc_pos_pre,WOOOWOWW,OOOOWOWW,4,5,-3.6527568610561985,-2.7139576896228927,0.9387991714333057,True
1,log2fc_pos_pre,OOOOWWOW,OOOOWWOO,5,6,0.0439776075790859,-0.0074516689534926,-0.0514292765325785,False
1,log2fc_pos_pre,OOOOWWWO,OOOOWWOO,5,6,-1.0464617448622318,-0.0074516689534926,1.039010075908739,True
1,log2fc_pos_pre,OOOWWWOO,OOOOWWOO,5,6,-0.4989311591847791,-0.0074516689534926,0.4914794902312865,True
1,log2fc_pos_pre,OOWOWWOO,OOOOWWOO,5,6,0.7808068144619833,-0.0074516689534926,-0.7882584834154759,False
1,log2fc_pos_pre,OWOOWWOO,OOOOWWOO,5,6,0.2482169084261527,-0.0074516689534926,-0.2556685773796453,False
1,log2fc_pos_pre,WOOOWWOO,OOOOWWOO,5,6,0.7021286179018099,-0.0074516689534926,-0.7095802868553025,False
1,log2fc_pos_pre,OOOOWWWW,OOOOWWOW,4,5,-0.3105374506644157,0.0439776075790859,0.3545150582435016,True
1,log2fc_pos_pre,OOOWWWOW,OOOOWWOW,4,5,-0.8613139302690056,0.0439776075790859,0.9052915378480915,True
1,log2fc_pos_pre,OOWOWWOW,OOOOWWOW,4,5,0.5913732609229141,0.0439776075790859,-0.5473956533438282,False
1,log2fc_pos_pre,OWOOWWOW,OOOOWWOW,4,5,0.6532869972203418,0.0439776075790859,-0.6093093896412559,False
1,log2fc_pos_pre,WOOOWWOW,OOOOWWOW,4,5,-0.4649408403758602,0.0439776075790859,0.5089184479549461,True
1,log2fc_pos_pre,OOOOWWWW,OOOOWWWO,4,5,-0.3105374506644157,-1.0464617448622318,-0.7359242941978161,False
1,log2fc_pos_pre,OOOWWWWO,OOOOWWWO,4,5,-0.7088631196575326,-1.0464617448622318,-0.3375986252046992,False
